,name,roastery,info,address,img
0,마르께,선빌리지 커피,"'Fresh Roasted Coffee Company' 선빌리지커피는 신선한 뉴크롭 생두를 직수입하여 안정적인 로스팅을 통해 일관적인 원두를 생산 하려고 노력하고 있습니다.

미국에서 로스팅 연수 받은 로스터가 로스팅하며 큐그레이더가 출고 전 무작위 검수를 하여 Q.C 하고 있습니다.",경북 경산시 와촌면 갓바위로 67-2,https://d2wosiipoa41qn.cloudfront.net/O-hzQT0Ar37slCqcmfmVMs695Sg=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20220217/45aae044f5fc4bd3853e16cb55f42afc.png
1,아헨 Aachen,크레센도 커피 로스터스,"Life is perfect with a cup of coffee and some music,
2015년에 설립된 크레센도 커피로스터스는 평안과 감동을 주는 음악처럼 크레센도 커피 한 잔이 모두에게 휴식과 위로의 시간이 되었으면 하는 마음으로 신선한 커피를 준비하고 있습니다.
Probat Roaster 프로밧 로스터의 장점과 유저를 위한 다양하고 편리한 기능이 더해진 순수한 국내 기술로 탄생한 노부스 테크의 Trinitas Roaster 트리니타스 로스터를 사용하고 있습니다. 산패 방지 및 아로마 유지를 위해 아로마 밸브 패키지를 사용하고 있으며 주기적인 자가품질검사를 통해서 위생 및 품질 관리에 최선을 다하고 있습니다. 제품 생산의 모든 과정에 있어서 식품위생법을 준수하고 있습니다.","경기도 성남시 중원구 둔촌대로 400, 5층 511호",https://d2wosiipoa41qn.cloudfront.net/fPsdgknwu-Aj09VQ84Qs0bA9bVE=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230915/090ff4f1672d4e82a9645d21b0e9d2fd.jpeg
2,진양조,스탠딩커피,"근사한 커피한잔을 위해서는 훌륭한 생두의 선별, 생두의 장점을 극대화한 로스팅, 원두에 최적화된 추출, 전문가적인 지식과 경험, 과학적으로 빈틈없는 시설과 시스템, 아카데믹하고 지적인 자세가 필요합니다.
하지만 커피는 사람이 마십니다. 문화와 감성이 녹아있어야만 그 근사한 커피 한잔이 완성됩니다.
2009년 경리단에서 처음 시작된 스탠딩커피는 이런 이성과 감성의 조화와 발전에 대해 끊임없이 연구하고 고민합니다. 10년 이상의 현장 경험을 바탕으로 탄생한 스탠딩커피의 시그니처블렌딩을 소개합니다.",경기도 포천시 소흘읍 죽엽산로298번길 56,https://d2wosiipoa41qn.cloudfront.net/9a6odqLa7HwTGEgtZBCQyEcv5Gw=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210730/918379cad3a44971b0635806565017c3.png
3,클래식 에스프레소,리플렉트 커피 로스터스,"'우리를 커피에 비추다. 우리의 색과 진심을 커피에 반영하다'
품질 좋은 재료를 수급 하기 위하여 시즌별로 수많은 생두를 테스트하고 가장 맛있는 생두를 사용합니다.
우리의 커피는 좋은 원재료가 가지고 있는 캐릭터와 단맛을 잘 표현하기 위한 로스팅을 하고 있습니다.
커피에 대한 우리의 진심이 맛으로써 전달될 수 있도록 노력하겠습니다.",서울시 서초구 효령로 72길 57,https://d2wosiipoa41qn.cloudfront.net/UDoFsmm2YjhykDMOZ1a-9z45Ncc=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20220110/c7502c2c62514754a085a1170e2f06bf.png
4,올드타운로드 하우스블랜드,컨트리사이드,"2020년 어느 외곽지역에서 컨트리사이드는 커피 관련 다양한 경험과 장점을 바탕으로 시작되었습니다.
'컨트리사이드'라는 느낌처럼 우리는 따듯하고 편안한 스페셜티 커피를 전달하고 있습니다.
저희 모두의 구성원들은 커피 브랜드를 기반으로 우리의 가치를 담은 매력적인 브랜드를 만들고 소통하고자 합니다.
[Equipment]
Easyster 15
Stronghold S7X
ROAST Sample roast
X-rite (coffee roasting Q.C)",경기도 고양시 덕양구 행당로 1 4층 401호,https://d2wosiipoa41qn.cloudfront.net/juSlADg5XsJvte5qJcZgUAYoxGg=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230511/9e3b25c32875432c9a5936a664d954ed.jpeg
5,디카페인 올 데이 블렌드,디카커피랩,"디카커피랩은 국내 최초 디카페인 전문 로스터리입니다.

생두 선별부터 로스팅, 디게싱 과정에 이르는 전 생산 공정에 디카페인 커피에 최적화된 테크닉을 적용하여 가장 맛있는 디카페인 커피를 만들고 있습니다.

누구나 즐길 수 있는 맛있는 디카페인 커피를 통해 일상 속에서 더욱 행복한 시간을 선사해드립니다.",서울 강남구 영동대로 602 6층,https://d2wosiipoa41qn.cloudfront.net/wWC1lhJTjRge_KQQoZ6zYr0hHAg=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210617/dc91807cfef54f47ab2578bc9649f844.png
6,뛰뛰빵빵,올디스트커피,"' 커피는 어려운 것이 아니라 재밌는 것이다. '

AllDist Coffee = All + Dist(ance) + Coffee
올디스트커피 = (모든) + (거리감) + (커피)
모든 이에게 스페셜티 커피에 대한 거리감을 좁히기 위한 공간.

올디스트커피는 로스팅 시 '단맛'과 '밸런스'를 가장 중요하게 생각합니다.",경기 군포시 고산로539번길 7-6 묘향롯데아파트상가 104호 올디스트커피,https://d2wosiipoa41qn.cloudfront.net/wMj3J3xdfhOe4CAtTM6kNy_pU3Q=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20231001/4f82970532234571b5f9da115f466796.jpeg
7,비터스윗 라이프 에디션1,커피 몽타주,"""영화 같은 일상, 그 일상 속의 커피 한 잔""
한 편의 영화처럼 커피를 둘러싼 사람과 일상 모두를 몽타주(Montage, 편집) 할 수 있기를...
안정적인 로스팅 품질 관리로 잘 알려진 커피몽타주는 전국 150여 곳의 크고 작은 카페에 커피를 납품하고 있으며, 고품질의 생두 구매를 위하여 각종 해외 커피 옥션 참여 및 산지 직거래를 시도하고 있습니다. 좋은 생두를 찾기 위한 노력, 더 나은 로스팅을 위한 매일의 시도, 최선의 커피 추출을 위한 고민들. 맛있는 커피 한 잔에 정직한 과정을 담기 위해 우리는 오늘도 고민합니다.",서울 강동구 올림픽로48길 23-12 1층,https://d2wosiipoa41qn.cloudfront.net/NLTI1E4K6GbRHdqWcnIB4XDQPCg=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210416/d4a2fc886f8b472cb852f475c1f575d0.png
8,디카페인 에티오피아 예가체프 워카 내추럴 스위스 워터,센터 커피,"센터커피는 최고의 커피를 찾아 여러분들께 소개해드려, 커피를 통해 ‘일상 작은 사치‘를 느끼실 수 있게 만들어진 커피 브랜드입니다. 몸에 편하고 좋은 커피는 어떤 커피인지 어떤 곳에서 어떤 농부가 만드는지, 어떻게 재배되는지, 어떻게 로스팅이 되는지 좋은 재료부터 가장 최고로 맛을 내기 위한 열정과 과정을 이야기하고자 합니다.",서울특별시 성동구 서울숲 2길 28-11,https://d2wosiipoa41qn.cloudfront.net/8li9lchClyPjaszHt6loCaqnXpo=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210416/67b5183f238343308cae903a17226715.png
9,오닉스 블렌드,필리그리커피,"필리그리커피는 커피가 가진 섬세함에 집중합니다.
커피맛에 영향을 주는 수많은 변수들을 최대한 통제하고 가장 맛있는 한 잔이 만들어 질 수 있는 방법을 고민합니다.
품질 좋은 생두를 엄격하게 선별하고 생두에 가해지는 데미지를 최소화하는 로스팅 기술을 적용해 변함없이 맛있게 즐길 수 있는 커피를 제공해 드립니다.
[회사 연혁]
2014년 스페셜티커피 전문점 어썸드립커피 오픈
2020년 고재커피로스터스로 원두 납품 시작
2022년 원두 가공 납품 회사 필리그리커피 법인 및 로스팅 공장 설립
2023년 SCI 기술평가 우수기업 인증
어썸드립커피 프랜차이즈 사업 시작
- 14년 인천삼산본점 12월 오픈
- 23년 인천논현점 3월 오픈
- 23년 부천중동점 6월 오픈
[사용 장비]
로스터기 : 디드릭 IR-12 / 디드릭 IR-2.5 / 이카와 PRO50
커피머신 : 키스반더웨스턴 스피릿 2G
그라인더 : 빅토리아 아르두이노 미토스원 / 메저 로버S / 디팅 807스윗랩
측정기 : 싱크포",경기도 부천시 중동로356번길 6 필리그리커피,https://d2wosiipoa41qn.cloudfront.net/U9OdJRWB5hl_t5ByT_pg1OktLRc=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230428/2da98eb98a9644f7bdd0b2ddc79fb5e5.png
10,W 블렌드,리플로우 커피 로스터스,"리플로우 커피 로스터스는 고객들이 부담 없는 가격으로 스페셜티 커피를 즐길 수 있게 합니다.
이는 커피의 품질에 대한 타협에서도, 공정 과정에서 들어가는 노력에 대한 타협에서도 나오는 것이 아닙니다. 오롯이 고객들을 생각하는 마음의 결과물일 뿐입니다.
가장 맛있으면서도 가장 편안한 스페셜티 커피, 이것이 리플로우 커피 로스터스의 지향점입니다.","서울특별시 마포구 월드컵북로6길 88, 2층(동교동)",https://d2wosiipoa41qn.cloudfront.net/sxjOHtI0b2wiqNmE4p-dYyKxc8o=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20220620/1d651b4d72984aeba8577bbef496502c.jpeg
11,블렌드 A,리버벨,"""그래, 어제 마셨던 그 커피""

편안하고, 안정적인, 항상 곁에 있었던 커피를 추구 하고 있습니다.
카페로서 커피로서 역할에 충실 합니다.

""커피 한잔의 힘은 생각보다 강하다고 믿습니다.""",서울 관악구 남현2길 18 1층,https://d2wosiipoa41qn.cloudfront.net/iTkno-PXi-H-tw9-kYez1kWceSA=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210806/e341b6206d6f43ae8a122f343d6c6568.png
12,우리집블렌드,챁챁커피,"개인의 취향의 개성이
너무 강한 분은 다른 곳을 알아보세요.
카페의 본질은 '취향'에 집착하는게 아니라
남이 좋아하는 커피를 제공해 순수익을 높이는 것에 있습니다.
챁챁커피는 팔리지 않는 커피는 로스팅하지 않습니다.
저희는 상생에 대한 근본적인 관계는
무엇인지에 대해 생각합니다.
저희의 서비스는 원두뿐만아니라
사용해주시는 모든 거래처의 마케팅과
운영관리를 해드리고 있습니다",경기도 성남시 중원구 둔촌대로 531 쌍용IT트윈타워 B동 901-2호,https://d2wosiipoa41qn.cloudfront.net/ehHxQ8A7-GchcQGHSUSl29DnK_8=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230904/f7bb599f77374f39adbb87935f7db369.jpeg
13,클래식 골드 블렌드,전광수 커피,"전광수커피는 1996년 창업 이후 커피 1세대 로스터가 운영하는 강배전 로스팅 전문 회사로써 일찍부터 국내에 핸드드립 커피를 전파하는데 앞장섰으며 고품질 원두를 제공하는 회사입니다.

식은 커피에서 근사함을 느껴보셨나요?
그러한 커피를 소개합니다.",경기도 하남시 조정대로 150 (아이테코) 오렌지존 226호,https://d2wosiipoa41qn.cloudfront.net/ziPVjEJRvG1LkXZkeH4WA1nQ17I=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20221226/828f61c4e909413ba46b9e048f6fd11d.jpeg
14,클래식 블렌드,헤베커피,"헤베커피는 커피씬에서 주목 받는 스페셜티 커피 매장입니다. 오너인 임지영 바리스타는 한국 브루어스컵 국가대표 선발전 등 다양한 대회에서 수상 경력을 자랑하며, 생두 유통, 로스팅, 머신 제조업, 커피 체인 전 영역에서 드물게 전문성을 인정받은 여성 바리스타입니다.
대기업과 벤처 회사에서의 경험을 바탕으로 현재는 헤베커피를 운영하고 있습니다. 그리스어 Ἥβη(헤베)를 모티브로 한 헤베커피의 C.I는 청춘과 젊음을 상징합니다. 이 헤베라는 이름은 그리스 신화에 등장하는 청춘의 여신을 의미합니다.
헤베커피는 마치 청춘을 가져다주는 여신 헤베처럼, 모든 고객들이 우리 브랜드를 통해 일상을 환기하고 각자 빛나는 시간을 만들어가기를 바라며 헤베 브랜드를 운영하고 있습니다.",,https://d2wosiipoa41qn.cloudfront.net/iK0nTdZNFEcHs07b14cw58PNkc8=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230724/20c593161ab74347ac834212e644f059.jpeg
15,피렌체,루비아 커피,"루비아는 편안하지만 특별한 한 잔을 제공 합니다.

커피가 가진 깊고 진한 풍미에 스페셜티의 특별함을 더합니다.
풀시티로 로스팅 되는 루비아의 커피들과 함께 스페셜티 커피의 다음을 만나 보세요.","경기도 성남시 중원구 사기막골로 124, 비즈센터 1412호 루비아",https://d2wosiipoa41qn.cloudfront.net/RHHevs61YwDv8CkPlU3VIABbG0Q=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230807/bf743cab9218454b865ccb15ea35e51d.png
16,데일리스윗,언더프레셔,"“일상 속 특별한 휴식”
커피를 추출하는 기본 원리인 물줄기의 압력(Pressure)을 의미하는 ‘언더프레셔’는 그 이름처럼 본질에 충실한 커피를 만들어갑니다.
균형 있는 커피를 내리는 일처럼 일과 삶의 밸런스를 맞춰가는 사람들의 라이프스타일을 응원합니다.
언더프레셔의 신선한 원두와 숙련된 바리스타의 정성으로 완성한 스페셜티 커피를 경험해보세요.",서울 강남구 영동대로106길 37 1층,https://d2wosiipoa41qn.cloudfront.net/RVgOLNI3CNJS7-sBn0TLN7ANwu4=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20221117/e85430ed6fd6465193b6331a17e6dcd2.png
17,엘 카미노,피어 커피로스터스,"PEER : 당신의 삶속에 더욱 더 가까이
동료,친구 라는 의미를 가지고 있는 PEER는 피어커피의 가장 중요한 가치관으로 브랜드의 애티튜드를 함축적으로 표현합니다.
로스팅 팩토리에서는 철저한 생두 관리와 Quality Control을 책임지고 있지만,
매장에서는 고객들에게 쉽고 편안하게 다가가기 위해 많은 노력을 기울이고 있습니다.
피어 커피로스터스가 로스팅할 때 가장 중요하게 생각하는 부분은 '단맛'과 '클린컵'입니다.
단맛과 클린컵이 뛰어난 커피는 한 잔을 더 마셔도 부담스럽지 않으며,
피어커피로스터스가 지향하는 '편안하게 즐기는 스페셜티 커피'라는 목표에 다가갈 수 있는 방법이라고 생각하고 있습니다.",서울특별시 성동구 광나루로4가길 28 1층,https://d2wosiipoa41qn.cloudfront.net/1vJvLUmvT9cynzf0ZXVCsqWV7x0=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210416/3e994e8f201746f4954fd0c3f474ccad.png
18,프렌들리 블렌드,이수팩토리,"이수 [이익이 많은 곳]
서로 상생, 교류하며 매일 매일 마셔도 부담없는 커피를 만듭니다.
누구나 쉽게 추출하고 마시고 즐길 수 있는 커피를 지향하며,
'제품이 좋아야 가성비가 좋다'라는 생각으로 만들어가고 있습니다.
좋은 퀄리티의 커피를 만들기위해
무조건 저렴한 생두를 찾기보다는 출처가 분명하고 신선한 제철의
생두를 선택합니다.
저렴한 가격을 위해 생산단가를 줄여가길 택했고, 자체봉투제작
원자재 대량 구매 등으로 생산고정비를 줄여 합리적인 납품가를 유지하려
노력중입니다.
이수팩토리
MAKE SMILE TOGETHER",경기도 수원시 장안구 금당로90번길 38 이수팩토리,https://d2wosiipoa41qn.cloudfront.net/VXWQobidJikXiz5vvimiotC3duQ=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230530/b9c676d7585746109f4db7545b9f6aa4.png
19,데일리 블루,이알코퍼레이션,"2012년 부터 시작된 커피에 대한 모든 열정과 사랑을 담은
이알코퍼레이션
ACM 원두란
A A
C CUP of Coffee
M moment
최고의 맛을 한 잔에 표현하기 위해 전문 큐그레이더가 생두의 선별부터 로스팅 후 커피 테스트와
관능 평가까지 모든 과정에 오직 더 나은 커피 한잔을
위해 노력하고 있습니다.
[Equipment]
자동 로스터기(120kg), 디드릭 (12kg), 샘플로스터기,
프로밧 UG22 (22kg)",서울시 강동구 성내로 58 희성빌딩 3층,https://d2wosiipoa41qn.cloudfront.net/2flDeKmNXXR-FRsIrSzfovOjOPc=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230803/c596dc97b0e543f7a0d51516776af91d.png
20,율 디캐프 다크,180커피로스터스,"180커피로스터스는 180도 생각의 전환이라는 뜻을 가지고 있습니다.
우리는 단순한 카페 브랜드이기보다는 커피 로스팅과 커핑, 추출까지 이뤄지는 복합공간이자 올바르고 재밌는 커피 문화 확장을 위해 적극적인 응원을 지원하는 컬처 클럽과도 같습니다.
마니아뿐만 아니라 누구나 즐길 수 있는 스페셜티 커피 문화를 만들어가는데 최선을 다하고 있습니다.",경기 성남시 분당구 문정로144번길 4,https://d2wosiipoa41qn.cloudfront.net/j5QPmenjGBbECz8galnFurmJXBQ=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20220718/696e87d2b1c6458b9a8b0882a7184997.jpeg
21,Classic Blend,펠트,"매년 커피 산지를 방문합니다. 산지 방문을 통해 생두를 선별하고 전문 로스터와 바리스타의 손을 거쳐, 손님에게 한 잔의 커피를 건네는 순간까지 보다 훌륭하고 일정한 품질을 위해 노력합니다.

2015년 쇼룸 오픈을 시작으로 광화문 D타워, 도산공원 지점을 오픈하였고 이에 따라 로스터리도 함께 확장하고 있습니다.",서울시 마포구 서강로 11길 23,https://d2wosiipoa41qn.cloudfront.net/tJ4uwbDmYYdcT5YYAZFqQwPf-CA=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210903/4fc67a6fe6c14c39b285a4ad138003ab.png
22,푸짐한알밥 블렌딩,원더월 커피 로스터스,"원더월은 일방적인 로스터의 생각이나 공감되지 않는 커피의 산미와 개성에만 집중하는 것이 아닌 모든 사람들이 좋아하고 누구나 쉽게 마실 수 있는 커피를 추구합니다.

맛있는 커피를 마실 때 나오는 행복감을 원더월과 함께 공유할 수 있으면 좋겠습니다.",서울 동대문구 답십리로 80 1층,https://d2wosiipoa41qn.cloudfront.net/xjjC317vbUAaF52m5ljSU2Dqsqo=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230527/ca207c040f364c05b85e7cae834ba654.png
23,보니타 블렌딩,서가로스터리,"최고의 커피를 만들기 위해 항상 노력합니다.
수년간 바리스타 교육과 창업실무, 로스팅을 하면서
원두선택에 있어 많은 어려움을 겪으시는 대표님들을 보면서
거품을 빼고 최고의 커피를 공급해야겠다는 마음하나로
여기까지 왔습니다.
최고의 원두를 위해
공급가는 합리적으로!
향미는 우수하고 균일하게!
피드백는 빠르게!
항상 좋은 커피를 만들기위해 노력합니다.","충청남도 논산시 연산면 황룡재로 65, 2층",https://d2wosiipoa41qn.cloudfront.net/ZOSQ0wTKGiAt6j-PEJYRL6yR_EA=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230816/470102c8058e4c5e9aee60a0cafc493d.png
24,나이트아울 블렌드,앤써커피,"앤써커피는 좋은 스페셜티 커피를 고객에게 소개하는 것에 사명감을 지니고 있습니다.
커피 산지에 방문하여 직접 거래하거나, 주요 경매에 참여해 최상급 스페셜티 커피를 선보이고 있습니다.
농작물인 생두는 배송 과정, 기후, 보관 상태 등에 따라 항상 컨디션이 변화합니다.
그래서 최상의 품질을 위해 다양한 데이터를 기반으로 한 프로파일을 활용해 로스팅하여 제공합니다.",서울특별시 강남구 논현로 85길 5-12 1층,https://d2wosiipoa41qn.cloudfront.net/orb42PfF5j0k1vbGSwjzjmGjkHA=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20210416/42a65f4715d64a2b890d37616f21f0f8.png
25,데일리블렌드,아드프 커피로스터스,"아드프커피로스터스는 A Day of coffee Farm(커피농장의 하루)의 약자로, 일상에서 소소한 하루가 커피를 통해 특별해지는 경험을 선물하고자 합니다.

커피에 대한 진심과 10년 이상 납품의 노하우로 경쟁력 있는 커피를 제공하고 있습니다.",서울 광진구 능동로3다길 1 1층/지하,https://d2wosiipoa41qn.cloudfront.net/hd5QzXCEYfvjZ-QrNedIGKF5FBY=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230202/69589928dc4c4a3f9a71427836944cd4.jpeg
26,디카페인 블렌딩,웨이즈커피,"'커피를 즐기는 다양한 방법이 이어지는 길'

다양한 원두, 다양한 추출 방법이 존재하지만 누가 추출하여도 맛있는 커피를 즐기실 수 있도록 노력합니다. 원두 납품에서 끝나는 것이 아닌 전문 바리스타가 노하우와 방법을 알려 드리고 도와드립니다.
대표가 직접 로스팅 하는 원두 맛집 웨이즈커피의 커피를 경험해 보세요.",서울 마포구 동교로46길 42-20 2층,https://d2wosiipoa41qn.cloudfront.net/06LKW6qng9ioY24gnu8cbIdtGoU=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20221111/7faa8ee2dc294c77a5a3bc6c0b304679.jpeg
27,썸즈업 블렌드,하우트 커피컴퍼니,"2009년 작은 로스터리카페로 시작한 하우트커피컴퍼니는
프로밧 로스터기와 다이렉트트레이드를 통한 고품질의 생두,
전문 로스터의 엄격한 품질관리로 차별화된 감각적인 커피를 생산합니다.

품질과 신뢰의 가치를 존중하며 다양한 스페셜티 커피와
본연의 맛을 살린 로스팅으로 좋은 커피를 만들기위해 항상 노력합니다.",충북 청주시 청원구 내수읍 충청대로 904,https://d2wosiipoa41qn.cloudfront.net/KJxBdJviVDxK49SFC2h6HLcoVlw=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20220311/7551f51debdc48e199fade6a2ef4c8a1.png
28,뉴커먼,커넥츠커피,"커피는 우리 일상에서 많은 것들을 이어주는 연결고리 역할을 합니다.
커넥츠커피도 이러한 '연결'을 모토로 삼아 다양한 연결고리로서의 역할을 하려고 합니다.
we & customers : 우리가 먼저 고객과 연결되어 소통하려고 합니다.
farmers & customers : 여러 나라의 농장에서 생산된 다양한 커피 생두를 고객에게 선보이고 알리고 싶습니다.
roasters & customers :국내외 로스터리 카페의 개성있는 원두를 게스트빈으로 소개합니다.
people :궁극적으로 커피를 통해 많은 사람들이 행복해지는 문화를 만들겠습니다.",서울 마포구 성지길 60,https://d2wosiipoa41qn.cloudfront.net/hWl7g-8C2GCVSf-aaJqcA8kUcE0=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20211206/aaaa250b45c04a098324e8b016790369.png
29,네이비렄 블렌드,칠복상회로스터스,"""삶의 맞춰 넘치는 복은 나누고, 부족한 건 채우며""

칠복상회는 1984년 수유 재래시장에서 시작했던 부모님의 작은 건어물 가게 이름을 그대로 따랐으며, 일평생 변함없는 부모님의 마음과 태도를 두 형제가 이어 받아 2014년부터 같은 이름으로 매일매일 성실하고 정직하게 볶은 커피를 선보이고 있습니다.",서울 강북구 한천로139가길 15 1층,https://d2wosiipoa41qn.cloudfront.net/XgEyPAO7lghxu7Zn1Zhp03d7MpI=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20221107/eb443c1815ee4ade9f8b60dfce0e3bec.png
30,플레이어,스티머스 커피팩토리,"스티머스는 자연스런 깊이와 편안한 향이 느껴지는 로스터리 공방의 모습으로 로컬 속 사람과 환경에 깊이 스며들며, 모두가 함께 성장하고 마음을 나누는 단단한 커피 공동체를 지향해 왔습니다.
스페셜티 커피 본연의 가치를 지키며 커피가 가진 진정 특별한 이야기를 모두에게 나누는 메이커스,
즉 'Specialty Makers'라는 의미의 스티머스가 되고자 합니다.",서울특별시 강남구 신사동 526 두인빌딩 지층 2호,https://d2wosiipoa41qn.cloudfront.net/wSC6jy2fXNA0-JM1PbI23iLw4OM=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20221209/eca1d67b141842c4842d0adc3eea6efe.jpeg
31,미드나잇 블루 (디카페인 원두),연경재,"맛있는 커피 한 잔으로 사람과 사람 , 과거와 현재 , 또 그밖의 이질적인 것들을 따뜻하게 이어내는 것을 상상하는 VDC연경재의 모든 본질은 '스페셜티 커피'에 있습니다.

연경재는 커피전문가들의 다양한 경험을 바탕으로 체계적인 관리와 서비스를 제공합니다.",부산광역시 중구 중앙대로29번길 6,https://d2wosiipoa41qn.cloudfront.net/_UZEwyMtneRgBnBkF2KKtaXaWbE=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230113/686a9e6973be4d828fbb4eea29f851c0.jpeg
32,에티오피아 예가체프 게이샤 G1 내추럴,커스프 커피,"커스프는 스텀프타운에서 시작한 20년 경력의 대표 로스터 JAY가 창업한 뉴욕 브루클린의 로스터리 카페 입니다. 커스프는 한국에 로스터리를 구축하여 JAY가 만들어낸 커스프만의 특별한 로스팅 프로파일을 소개하고 있습니다. 뉴욕의 트렌디한 커피 커스프를 경험해보세요!

커스프는 주문 건에 대한 당일 로스팅으로 신선한 원두를 제공해드리고 있으며, 커스프팀 소속의 로스터, 바리스타 한명 한명은 매일매일 진심을 다해 커피를 볶습니다.",서울시 강남구 학동로31길 12 7F,https://d2wosiipoa41qn.cloudfront.net/UxPzmLPGTTk3ugMu0OciCmGHtMA=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230309/a90a20ebb3fc438586d214d830f69d54.png
33,Winter 블렌딩,제이엠디커피팩토리,"“JMD만의 명품 원두로 그 이상의 무한함을 창조하고자 합니다.”
커피는 이제 단지 특별한 음료, 사치스러운 이미지에 국한되지 않습니다.
30년 이상 경력의 해외현지 최고 로스터가 최고의 맛과 품질을 전달하기 위해
4단계의 품질테스트와 샘플 로스팅, 커핑, 프로파일링의 빅데이터를 가지고 본연의 맛을 살린 로스팅을 합니다.
JMD는 언제나 좋은 커피와 함께 여러분들에게 찾아갈 준비가 되어있습니다.",경기 고양시 일산동구 장대길 75-53 나동 1층 JMD Coffee Factory,https://d2wosiipoa41qn.cloudfront.net/yigVBzLfr4toiLIF_R_8ng9xNZM=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230206/5f4636ac80a34b419c20db3446d67073.jpeg
34,스윗 앤 모어,토치커피,"토치커피는 커피 산지를 다니며 생두를 선별하여 수입 납품하는 브랜드입니다.
매년 개성 있는 싱글 오리진 커피들을 소개하고, 안정적이고 일관된 블렌드 커피를 제공합니다,
우리는 산지에서 부터 최종 음료가 나오기까지의 모든 과정을 컨트롤 합니다.
커피를 생산하는 사람, 그리고 그 커피를 소비하는 사람 그 둘을 잇는 가교 역할에 충실하고 그 과정속에 우리와 관계한 사람들의 행복을 추구합니다.",서울시 강남구 봉은사로 68길 41,https://d2wosiipoa41qn.cloudfront.net/3NdX8sMsQ7wooQvoJTFXKOKiLNE=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20211228/1d1304658dee4eecb3979d21fb4db2c8.png
35,오버타임,폰트커피,"PONT 는 프랑스어로 다리나 교량 또는 중개 역할, 매개자라는 뜻의 비유적 표현으로 사용됩니다. 작게는 커피와 사람을 잇는 다리의 역할을, 넓게는 산업과 소비자와의 거리를 좁힐 수 있는 중간자 역할을 충실히 할 수 있는 집단이 필요합니다.
PONT는 이러한 산업의 요구에 맞춰 만들어진 로스터리 입니다. 더 나아가 커피 산지와 소비자 사이의 매개체 역할을 충실히 하는 것을 목표로 합니다. 커피를 찾는 이들에게 좋은 품질의 커피를 널리 알리고, 그로인해 발생한 수익이 선순환 되어 폰트커피와 연결되어 있는 모든 구성원들의 삶의 질을 향상시킬 수 있기를 바랍니다.","경기도 파주시 탄현면 소리개길 164-17, 3동",https://d2wosiipoa41qn.cloudfront.net/-IPvsnP_caIqXCCVtojpqajxtMo=/200x200/s3.ap-northeast-2.amazonaws.com/koke-uploads/images/20230214/bb4f4154f0ed473a936ecd3169e65642.jpeg
